StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q10,Q104,Q7,Q7_4_TEXT,Q103_1_x,Q103_1_y,Q103,Q58_1,Q58_2,Q13,Q13_6_TEXT,Q19,Q17,Q18,Q18_22_TEXT,Q105,Q22,Q29,Q30,Q24,Q28,Q33,Q34,Q79,Q80,Q36,Q36_22_TEXT,Q38,Q38_4_TEXT,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q72,Q73,Q74,Q75,Q70,Q76,Q77,Q78,Q79,Q71,Q80,Q81,Q82,Q83,Q57,Q78_1,Q78_2,Q100_1,Q100_2,Q100_3,Q59,Q107_9,Q107_1,Q107_2,Q107_3,Q107_4,Q107_5,Q107_7,Q107_8,Q107_8_TEXT,Q103,Q106,Q107,Q110,Q32_1,Q32_2,Q32_3,Q32_4 
2019-08-06 11:20:34,2019-08-06 11:32:50,IP Address,50.200.90.234,100,735,True,2019-08-06 11:32:51,R_21drslJfqtse7I9,,,,,42.2938995361328125,-71.5319976806640625,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst- Doctoral (BCBA-D),50% or more,Male,,527,98,Northeast,> 15 years,Yes,Residential facility,,Yes,2,"Dog,Fish,Hamster",,Sometimes,Never,No,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Uncertain,Agree,Yes,,,,,1,3,2,,,Not sure,Not sure,Not sure,Not sure,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree
2019-08-06 10:59:50,2019-08-06 11:33:18,IP Address,73.240.25.141,100,2007,True,2019-08-06 11:33:18,R_2WJxOwHdc1OqcmE,,,,,44.592803955078125,-123.27459716796875,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Male,,65,87,West,6 to 10 years,Yes,"Client's home,Clinic,School",,Yes,None,,,Often,Never,Yes,Never,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Agree,Yes,,,2,,1,3,,,,False,Not sure,Not sure,Not sure,Disagree,Disagree,Disagree,Agree
2019-08-06 11:33:14,2019-08-06 11:34:57,IP Address,97.100.24.213,100,102,True,2019-08-06 11:34:57,R_3kjlU3EH4c9wLt2,,,,,28.30560302734375,-81.41970062255859375,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),No experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06 11:34:30,2019-08-06 11:35:26,IP Address,64.134.68.86,100,55,True,2019-08-06 11:35:27,R_3dN5DcNtYnjskVc,,,,,38.4998016357421875,-90.464996337890625,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),No experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-06 11:33:55,2019-08-06 11:38:55,IP Address,70.140.54.84,100,300,True,2019-08-06 11:38:56,R_24f32uMrnlqcsnU,,,,,30.2393035888671875,-95.54090118408203125,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,275,279,Southwest,2 to 5 years,Yes,"Client's home,Clinic,School",,Yes,+5,"Dog,Cat,Fish,Turtle,Cattle,Chicken/Rooster,Sheep,Donkey",,Sometimes,Never,No,Sometimes,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Uncertain,Agree,No,,,2,,3,1,,,,Not sure,Not sure,False,Not sure,Agree,Agree,Agree,Agree
2019-08-06 11:34:12,2019-08-06 11:38:55,IP Address,68.228.200.221,100,282,True,2019-08-06 11:38:56,R_3p3hKH9vXtwZ0ie,,,,,33.591705322265625,-112.11309814453125,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Female,,190,243,Southwest,2 to 5 years,Yes,"Client's home,Clinic",,Yes,1,Cat,,Often,Sometimes,No,Never,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Agree,Agree,No,,,2,1,,3,,,,False,True,False,True,Agree,Agree,Agree,Agree
2019-08-06 11:34:03,2019-08-06 11:41:04,IP Address,71.57.143.245,100,421,True,2019-08-06 11:41:04,R_2VKEIRVwLgT8vuE,,,,,26.6641998291015625,-80.1732025146484375,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,483,330,Southeast,< 2 years,Yes,"Client's home,School,Residential facility",,Yes,3-5,"Dog,Cat,Fish,Guinea Pig,Hamster,Turtle",,Often,Sometimes,Yes,Sometimes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,1,,2,,3,,,,Not sure,True,True,False,Agree,Agree,Agree,Agree
2019-08-06 11:39:00,2019-08-06 11:43:23,IP Address,64.25.240.14,100,263,True,2019-08-06 11:43:24,R_2EH2GRDKJajmhSg,,,,,42.5583038330078125,-70.87819671630859375,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,514,123,Northeast,6 to 10 years,Yes,School,,Yes,2,Dog,,Sometimes,Never,No,Seldom,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Uncertain,Agree,No,,,,,1,3,2,,,False,Not sure,True,False,Agree,Agree,Agree,Agree
2019-08-06 11:28:17,2019-08-06 11:43:32,IP Address,99.203.23.35,100,915,True,2019-08-06 11:43:37,R_2yszhQSw13z8s9U,,,,,32.65899658203125,-96.87650299072265625,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Female,,202,265,Southwest,< 2 years,Yes,"Client's home,Another general setting",Daycare,Yes,3-5,"Dog,Cat,Bird (i.e., parakeet),Turtle,Chicken/Rooster",,Seldom,Never,Yes,Seldom,Yes,Yes,Yes,Yes,One,Individual clients,"Guinea Pig,Cat",,"Animal was a reinforcer. (Example: animal interaction could have been chosen from a menu of reinforcers as part of a token economy; interaction with the animal was contingent upon demonstration of specific behaviors),Animal was intentionally incorporated another way. Please briefly describe. To assure anonymity, please describe without providing information that would reveal your identity or the identity of others.","The client was aggressive with the pets, so I used ABA to prompt the client to not be aggressive and the pet didn't become a distraction in session anymore and they became a reinforcer.",Cat,"Client's pet, service animal, ESA*, or therapy animal",Animal had prior exposure to intervention setting(s) only,Animals had no prior training,Yes,Guinea Pig,"Client's pet, service animal, ESA*, or therapy animal",No prior exposure,No prior training,No,,,,,,,,,,,,,,,Both negative and positive effects,0,,Strongly Agree,,Strongly Agree,No,,3,,,,2,1,,,False,False,False,False,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2019-08-06 11:38:06,2019-08-06 11:46:36,IP Address,47.134.170.100,100,509,True,2019-08-06 11:46:36,R_3EAUs5wI1ANnCUb,,,,,34.798095703125,-82.39589691162109375,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst- Doctoral (BCBA-D),50% or more,Female,,,,,11 to 15 years,Yes,"Client's home,Clinic,School,Residential facility",,Yes,3-5,"Dog,Cat,Fish,Guinea Pig,Hamster",,Seldom,Never,No,Seldom,Yes,Yes,No,Yes,Between 2 and 5,Individual clients,Dog,,"Animal was an active participant during an activity/therapy session targeting specific skills. (Example: animal was a potential communication partner during a therapeutic session aiming to increase social & communication skills),Animal was a passive participant during an activity/therapy session intentionally. (Example: animal slept on a designated mat in the treatment area during the therapy session),Animal was a reinforcer. (Example: animal interaction could have been chosen from a menu of reinforcers as part of a token economy; interaction with the animal was contingent upon demonstration of specific behaviors)",,Dog,"Clinician's pet, service animal, ESA*, or therapy animal",Animal had prior exposure to target population(s) and intervention setting(s),was a trained service dog purchased by client's family. Had been through 6 months of training.,No,,,,,,,,,,,,,,,,,,,,Both negative and positive effects,25,25,Agree,,Agree,Yes,7,5,4,3,2,6,1,,,False,False,False,Not sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2019-08-06 11:37:58,2019-08-06 11:46:59,IP Address,104.63.226.144,100,541,True,2019-08-06 11:47:00,R_DpZUjcpm7FW6ggN,,,,,39.4987030029296875,-119.8202056884765625,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,85,153,West,6 to 10 years,Yes,Client's home,,Yes,1,Dog,,Never,Never,No,Never,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Agree,No,,,,,,,,1,"I have not read compelling data on the therapeutic benefits of incorporating animals. Good leisure activity/reinforcer, not a teaching tool. I believe using animals for anything other than these purposes is pseudoscience. ",False,False,False,Not sure,Disagree,Neither Agree or Disagree,Disagree,Strongly Disagree
2019-08-06 11:48:27,2019-08-06 11:53:40,IP Address,108.235.155.29,100,312,True,2019-08-06 11:53:40,R_2ZUmETe4yWqWvMn,,,,,25.0865020751953125,-80.44730377197265625,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,474,320,Southeast,< 2 years,Yes,Client's home,,Yes,3-5,Dog,,Often,Often,Yes,Often,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,,,3,,1,2,,,Not sure,Not sure,False,True,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2019-08-06 11:49:36,2019-08-06 11:55:47,IP Address,166.181.85.205,100,371,True,2019-08-06 11:55:48,R_2CK7dgWZSpwpxPI,,,,,43.0334014892578125,-89.451202392578125,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Female,,372,109,Midwest,< 2 years,Yes,"Client's home,Clinic,School",,Yes,2,"Dog,Cat",,Seldom,Never,No,Sometimes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Yes,,,,,1,2,3,,,True,False,False,True,Agree,Agree,Agree,Strongly Agree
2019-08-06 11:51:02,2019-08-06 11:57:02,IP Address,71.56.176.227,100,359,True,2019-08-06 11:57:03,R_RRMyJ3qRbH8Xs5P,,,,,37.511505126953125,-77.56620025634765625,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,482,181,Southeast,2 to 5 years,Yes,"Client's home,Clinic",,Yes,3-5,"Dog,Cat,Bird (i.e., parakeet),Rabbit",,Sometimes,Never,Yes,Often,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Uncertain,Agree,No,,,,,1,,2,,,False,Not sure,Not sure,Not sure,Agree,Agree,Neither Agree or Disagree,Neither Agree or Disagree
2019-08-06 11:53:49,2019-08-06 12:00:44,IP Address,73.124.67.169,100,415,True,2019-08-06 12:00:45,R_1ITbngR47BaZJHs,,,,,25.7010955810546875,-80.415802001953125,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Male,,470,309,Southeast,2 to 5 years,Yes,"Client's home,School",,Yes,None,"Dog,Bird (i.e., parakeet),Fish,Hamster,Turtle,Chicken/Rooster",,Seldom,Never,No,Seldom,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,Agree,Strongly Agree,No,,,1,,2,,3,,,Not sure,True,True,Not sure,Strongly Agree,Agree,Agree,Agree
2019-08-06 11:55:40,2019-08-06 12:02:36,IP Address,172.58.45.74,100,415,True,2019-08-06 12:02:37,R_3kNSSs5Y3NleXqw,,,,,47.3235931396484375,-122.318695068359375,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Female,,86,98,West,< 2 years,Yes,"Client's home,Clinic,School",,Yes,2,"Dog,Cat,Hamster",,Sometimes,Seldom,No,Sometimes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,No,,,2,,1,,3,,,False,True,False,Not sure,Agree,Agree,Strongly Agree,Agree
2019-08-06 11:55:24,2019-08-06 12:02:52,IP Address,69.123.214.142,100,447,True,2019-08-06 12:02:52,R_1DwY9kY9GOEKhEc,,,,,41.0973052978515625,-73.97679901123046875,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),Less than 50%,Female,,,,,< 2 years,No,Residential facility,,Yes,2,"Dog,Cat,Bird (i.e., parakeet),Fish,Rabbit",,Sometimes,Seldom,Yes,Sometimes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Uncertain,No,,,2,,3,,1,,,Not sure,True,True,True,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2019-08-06 11:57:07,2019-08-06 12:03:30,IP Address,174.52.212.122,100,383,True,2019-08-06 12:03:32,R_RrznONUAdywUJmp,,,,,41.2626953125,-111.98370361328125,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Female,,163,124,West,< 2 years,No,"Client's home,Clinic,School",,Yes,1,"Dog,Cat,Fish",,Sometimes,Never,No,Sometimes,No,Unsure,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Uncertain,No,,,2,,3,,,1,Aggression of clients,False,Not sure,Not sure,True,Agree,Agree,Strongly Agree,Agree
2019-08-06 12:01:21,2019-08-06 12:04:53,IP Address,100.1.88.89,100,212,True,2019-08-06 12:04:54,R_bEfY3CvKTCp1RJv,,,,,40.742401123046875,-74.032501220703125,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst- Doctoral (BCBA-D),50% or more,Female,,,,,2 to 5 years,No,School,,Yes,2,Cat,,Never,Never,No,Never,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Agree,Agree,No,,,3,,1,,2,,,False,Not sure,Not sure,Not sure,Agree,Agree,Agree,Agree
2019-08-06 12:01:27,2019-08-06 12:06:20,IP Address,172.58.84.230,100,293,True,2019-08-06 12:06:21,R_1oAs0PWdxzR87Iw,,,,,44.960906982421875,-93.26419830322265625,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,356,192,Midwest,< 2 years,No,"Client's home,School",,Yes,2,"Dog,Cat",,Never,Never,No,Never,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,,,3,2,1,,,,Not sure,Not sure,True,True,Agree,Agree,Agree,Agree
2019-08-06 11:59:54,2019-08-06 12:07:05,IP Address,107.77.225.139,100,431,True,2019-08-06 12:07:06,R_3kjqqDYPYzs2fw4,,,,,40.70660400390625,-74.20269775390625,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,506,130,Northeast,2 to 5 years,Yes,School,,Yes,2,Cat,,Sometimes,Never,No,Never,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Uncertain,Uncertain,Yes,,,,,2,1,3,,,False,False,Not sure,Not sure,Neither Agree or Disagree,Agree,Agree,Agree
2019-08-06 12:05:57,2019-08-06 12:10:47,IP Address,63.226.4.237,100,289,True,2019-08-06 12:10:47,R_2azdDaZW2UXDPuq,,,,,33.43060302734375,-111.92559814453125,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst- Doctoral (BCBA-D),50% or more,Female,,147,229,Southwest,6 to 10 years,Yes,"School,Another general setting",University,Yes,None,Dog,,Seldom,Sometimes,Yes,Sometimes,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,No,,,1,,,2,3,,,False,Not sure,False,Not sure,Agree,Agree,Agree,Agree
2019-08-06 12:00:07,2019-08-06 12:11:30,IP Address,23.30.32.227,100,682,True,2019-08-06 12:11:30,R_2YQuOV2G9wejm20,,,,,37.523406982421875,-120.8516998291015625,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Male,,53,175,West,< 2 years,Yes,"Client's home,Clinic",,No,,,,Never,Never,No,Never,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Uncertain,Agree,No,,1,,,2,,3,,,False,Not sure,Not sure,Not sure,Agree,Neither Agree or Disagree,Neither Agree or Disagree,Agree
2019-08-06 12:04:36,2019-08-06 12:11:49,IP Address,98.207.42.243,100,432,True,2019-08-06 12:11:50,R_1DAVBqebJkhwfJI,,,,,37.9647979736328125,-121.7700042724609375,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Male,,135,95,West,2 to 5 years,No,"Client's home,School,Another general setting",Kids centet,Yes,2,"Dog,Cat,Fish,Rat,Hamster,Lizard",,Sometimes,Never,Yes,Sometimes,No,Unsure,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Uncertain,Strongly Agree,No,,,3,,1,,2,,,False,Not sure,False,Not sure,Agree,Agree,Neither Agree or Disagree,Disagree
2019-08-06 12:03:32,2019-08-06 12:13:01,IP Address,70.189.231.175,100,568,True,2019-08-06 12:13:02,R_3kvqhnQJgcIqAmt,,,,,36.0408935546875,-115.0829010009765625,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Female,,130,117,West,2 to 5 years,Yes,"Client's home,Clinic",,Yes,1,Dog,,Seldom,Never,No,Seldom,No,Unsure,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Uncertain,Yes,,,,,2,3,1,,,False,Not sure,False,False,Neither Agree or Disagree,Agree,Agree,Agree
2019-08-06 12:07:55,2019-08-06 12:13:30,IP Address,73.71.161.251,100,335,True,2019-08-06 12:13:30,R_NVFuNMLGoWBo2xb,,,,,38.325897216796875,-122.704803466796875,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,48,145,West,< 2 years,Yes,School,,Yes,3-5,"Dog,Turtle",,Seldom,Never,No,Sometimes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,,,,3,2,1,,,False,Not sure,Not sure,Not sure,Agree,Strongly Agree,Strongly Agree,Strongly Agree
2019-08-06 12:09:08,2019-08-06 12:16:00,IP Address,74.109.198.85,100,412,True,2019-08-06 12:16:00,R_27I0UNUH2JcuHHT,,,,,40.4423065185546875,-79.983001708984375,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,496,131,Northeast,6 to 10 years,Yes,"Client's home,School",,Yes,2,"Bird (i.e., parakeet),Turtle",,Often,Never,No,Seldom,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly Disagree,Agree,No,,,1,,3,2,,,,False,False,False,False,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Disagree
2019-08-06 11:52:57,2019-08-06 12:17:54,IP Address,173.74.201.242,100,1497,True,2019-08-06 12:17:54,R_2YyzWV16hl61f2U,,,,,33.2274932861328125,-97.1277008056640625,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Male,,,,,2 to 5 years,Yes,"Client's home,Clinic",,Yes,None,"Dog,Hamster,Rabbit",,Seldom,Seldom,Yes,Often,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Strongly Agree,Yes,,1,1,,,,,1,"the lack of evidence supporting these interventions. Animals can often function as potent reinforcers for some individuals, therefore, using them as a reinforcing consequence is great. Also, if you are working tolerance of animals.  ",Not sure,False,Not sure,Not sure,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Disagree
2019-08-06 12:13:27,2019-08-06 12:18:04,IP Address,172.58.158.254,100,277,True,2019-08-06 12:18:04,R_3OrDbBp8z1zZGNM,,,,,35.1714019775390625,-80.9084014892578125,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,486,209,Southeast,6 to 10 years,,"Client's home,Clinic",,Yes,2,Dog,,Seldom,Seldom,No,Never,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Disagree,Agree,No,,3,2,,1,,4,,,False,Not sure,True,Not sure,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree
2019-08-06 12:11:09,2019-08-06 12:18:06,IP Address,72.17.42.50,100,416,True,2019-08-06 12:18:07,R_20NAjz3AK0gM5pF,,,,,28.712005615234375,-81.35520172119140625,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),Less than 50%,Female,,479,303,Southeast,2 to 5 years,No,Clinic,,Yes,2,"Dog,Rat,Hamster",,Sometimes,Never,No,Sometimes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Uncertain,Agree,Yes,,,3,,2,,1,,,False,Not sure,False,Not sure,Neither Agree or Disagree,Agree,Agree,Agree
2019-08-06 12:10:18,2019-08-06 12:19:07,IP Address,24.213.134.118,100,529,True,2019-08-06 12:19:08,R_xnF1dIwXw4FzgM9,,,,,43.1233978271484375,-77.7333984375,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst- Doctoral (BCBA-D),50% or more,Female,,490,113,Northeast,2 to 5 years,Yes,School,,Yes,2,"Dog,Fish",,Often,Never,No,Seldom,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Disagree,Agree,No,,,3,,1,,2,,,Not sure,Not sure,Not sure,Not sure,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree
2019-08-06 12:10:19,2019-08-06 12:19:21,IP Address,69.246.43.11,100,541,True,2019-08-06 12:19:21,R_2BkVG0e6ieIA08c,,,,,32.45660400390625,-92.18540191650390625,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Female,,348,261,Southeast,2 to 5 years,Yes,"Client's home,Clinic",,Yes,None,"Dog,Cat,Fish,Guinea Pig,Hamster",,Seldom,Never,Yes,Sometimes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Disagree,Agree,No,,,3,,,,2,1,"Allergies, others around clients, time spent taking care of the animal rather than providing direct therapy",False,False,Not sure,Not sure,Disagree,Neither Agree or Disagree,Disagree,Disagree
2019-08-06 12:04:03,2019-08-06 12:19:52,IP Address,107.77.224.209,100,949,True,2019-08-06 12:19:52,R_3HXOy8fRSO2RBu2,,,,,40.7263031005859375,-73.9817962646484375,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Male,,529,111,Northeast,< 2 years,Yes,"Client's home,Another general setting",Youth club,Yes,1,"Dog,Cat,Bird (i.e., parakeet),Fish,Mouse,Rat,Hamster",,Seldom,Sometimes,No,Seldom,Yes,Yes,Yes,Yes,Between 2 and 5,Individual clients,"Dog,Cat,Turtle",,"Animal was a passive participant during an activity/therapy session intentionally. (Example: animal slept on a designated mat in the treatment area during the therapy session),Animal was intentionally incorporated another way. Please briefly describe. To assure anonymity, please describe without providing information that would reveal your identity or the identity of others.",Did chores for animals such as feeding them or cleaning the turtle tanks,Dog,"Client's pet, service animal, ESA*, or therapy animal",No prior exposure,,Yes,Cat,"Client's pet, service animal, ESA*, or therapy animal",No prior exposure,,No,,,,,,,,,,,,,,,Both negative and positive effects,0,0,Strongly Agree,,Agree,Yes,,,,,2,,1,,,False,Not sure,False,Not sure,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
2019-08-06 12:08:56,2019-08-06 12:20:37,IP Address,104.181.144.92,100,701,True,2019-08-06 12:20:38,R_3fN0zFAmuFKSYos,,,,,41.768798828125,-88.3404998779296875,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst- Doctoral (BCBA-D),50% or more,Male,,381,141,Midwest,11 to 15 years,Yes,"Client's home,Clinic,School,Residential facility",,Yes,2,"Dog,Cat,Fish,Hamster,Lizard",,Sometimes,Never,Yes,Seldom,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Strongly Disagree,Disagree,Yes,,,,,,,1,2,Safety for the child and animal,False,False,False,True,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree
2019-08-06 12:13:11,2019-08-06 12:21:23,IP Address,67.169.30.248,100,491,True,2019-08-06 12:21:24,R_3k50loU46JdFgam,,,,,37.989501953125,-121.80229949951171875,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Female,,79,186,West,< 2 years,No,Client's home,,Yes,2,"Dog,Cat,Fish",,Sometimes,Sometimes,No,Never,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Disagree,No,,,3,,,1,2,,,Not sure,True,Not sure,True,Agree,Agree,Strongly Agree,Strongly Agree
2019-08-06 12:11:52,2019-08-06 12:23:06,IP Address,98.175.64.35,100,673,True,2019-08-06 12:23:06,R_2EjmlxJCIvEUZfU,,,,,29.6475067138671875,-82.40399932861328125,anonymous,EN,I agree to participate in this survey study.,Registered Behavior Technician (RBT),50% or more,Female,,468,303,Southeast,< 2 years,No,"Client's home,Clinic,School",,Yes,1,"Cat,Bird (i.e., parakeet),Fish,Guinea Pig,Hamster,Rabbit,Lizard",,Seldom,Never,No,Never,No,Unsure,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertain,Uncertain,Agree,No,,1,2,3,,,,,,Not sure,Not sure,Not sure,Not sure,Neither Agree or Disagree,Agree,Agree,Agree
2019-08-06 11:47:15,2019-08-06 12:25:09,IP Address,172.58.27.97,100,2273,True,2019-08-06 12:25:09,R_1ditNYv3jB1dBis,,,,,34.0771942138671875,-117.45059967041015625,anonymous,EN,I agree to participate in this survey study.,Board Certified Behavior Analyst (BCBA),50% or more,Female,,150,230,Southwest,6 to 10 years,Yes,Clinic,,Yes,+5,"Dog,Cat,Horse/Pony",,Often,Often,Yes,Never,Yes,Yes,Yes,Yes,More than 5,"Individual clients,Groups of clients","Dog,Horse/Pony",,"Animal was an active participant during an activity/therapy session targeting specific skills. (Example: animal was a potential communication partner during a therapeutic session aiming to increase social & communication skills),Animal was a passive participant during an activity/therapy session intentionally. (Example: animal slept on a designated mat in the treatment area during the therapy session),Animal was a reinforcer. (Example: animal interaction could have been chosen from a menu of reinforcers as part of a token economy; interaction with the animal was contingent upon demonstration of specific behaviors)",,Horse/Pony,Site-Based animal***,Animal had prior exposure to target population(s) and intervention setting(s),Horses are chosen based on  their personality and ridability,Yes,Dog,Site-Based animal***,No prior exposure,basic obedience training,No,,,,,,,,,,,,,,,Positive effects,75,100,Strongly Agree,,Strongly Agree,Yes,,1,3,,2,,,,,False,True,True,Not sure,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
